Joshua Project People Group Data

ROL3,Language,NbrPGICs,NbrCountries,Status,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID
maj,"Mazatec, Jalapa de Diaz",1,1,L,4,,2013-2017,1968-2012,N,Y,maj
vmz,"Mazatec, Mazatlan",1,1,L,4,,2023,2023,N,Y,
pbm,"Mazatec, Puebla and Northeastern",1,1,L,2,,,,N,Y,
maa,"Mazatec, San Jeronimo Tecoatl",1,1,L,4,,2011-2013,1995-2012,N,Y,maa
vmp,"Mazatec, Soyaltepec",1,1,L,3,,,Yes,N,Y,vmp
mfc,Mba,1,1,L,3,,,2019-2022,Y,Y,
mdp,Mbala,1,1,L,3,,,1931-1968,Y,Y,
lnb,Mbalanhu,1,1,L,3,,,Yes,N,N,4475
zmz,Mbandja,3,3,L,5,2013-2014,1998,1986,Y,Y,
mxg,Mbangala,1,1,L,4,,2022,Yes,N,N,
mgn,Mbangi,1,1,L,2,,,,N,N,
zmn,Mbangwe,2,2,L,3,,,Yes,N,N,
mpk,"Mbara (Chad)",1,1,N,0,,,,N,N,
bau,Mbat,1,1,L,2,,,,N,Y,
mdn,Mbati,1,1,L,3,,,Yes,N,Y,
myb,Mbay,4,4,L,5,1980-2004,1943,1932,N,Y,myb
mfo,Mbe,1,1,L,3,,,1992,Y,Y,4354
mql,Mbelime,2,2,L,3,,,2014,Y,Y,
mfn,"Mbembe, Cross River",1,1,L,4,,1985-2013,1975,Y,Y,mfn
nza,"Mbembe, Tigon",2,2,L,4,,2018,2001-2008,Y,Y,nza
mdt,Mbere,2,2,L,3,,,Yes,Y,Y,mdt
zms,Mbesa,1,1,L,2,,,,N,Y,
emz,Mbessa,1,1,L,2,,,,N,N,
mbo,"Mbo (Cameroon)",1,1,L,2,,,,N,Y,
zmw,"Mbo (Democratic Republic of the Congo)",1,1,L,2,,,,N,N,
mtk,Mbo',1,1,L,1,,,,N,Y,
moi,Mboi,1,1,L,3,,,2024,N,Y,
mdu,Mboko,1,1,L,2,,,,N,Y,
mdq,Mbole,1,1,L,3,,,Yes,N,Y,
xmb,Mbonga,2,2,L,1,,,,N,N,
bgu,Mbongno,1,1,L,2,,,,N,N,
gai,Mbore,1,1,L,4,,2017,1992-2006,N,Y,gai
mdw,Mbosi,1,1,L,4,,2023,Yes,Y,Y,
mxo,Mbowe,1,1,L,3,,,Yes,N,N,
mka,Mbre,,,N,0,,,,N,N,
xmd,Mbudum,1,1,L,4,,Yes,Yes,N,N,
mhd,Mbugu,1,1,L,3,,,Yes,N,N,
mgz,Mbugwe,1,1,L,3,,,2016-2024,Y,N,
bpc,Mbuk,1,1,L,2,,,,N,N,
mqb,Mbuko,1,1,L,4,,2010-2019,2001-2005,Y,N,mqb
mhw,Mbukushu,4,4,L,4,,1986-1993,1976-1986,Y,Y,3922
mna,Mbula,1,1,L,4,,1996-2014,1989-2000,N,Y,mna
mbu,Mbula-Bwazza,1,1,L,4,,2016,2008,Y,Y,mbu
mlb,Mbule,1,1,L,2,,,,N,N,
mbv,Mbulungish,1,1,L,4,,2019,Yes,N,Y,
mdd,Mbum,3,3,L,4,,1965-2024,1936-1965,N,Y,
mck,Mbunda,2,2,L,5,2006-2007,1983,1919-2000,N,Y,mck
mgy,Mbunga,1,1,L,4,,2025,Yes,N,N,
zmp,Mbuun,1,1,L,3,,,1935-1951,N,Y,
mfu,Mbwela,1,1,L,2,,,,N,N,
mym,Me'en,3,2,L,4,,2021,1996-2010,Y,Y,
tpx,"Me'phaa, Acatepec",2,2,L,3,,,2015-2023,Y,Y,tpx
tpc,"Me'phaa, Azoyu",1,1,N,0,,,,N,N,
tcf,"Me'phaa, Malinaltepec",1,1,L,4,,2025,1974-2023,Y,Y,4500
tpl,"Me'phaa, Tlacoapa",1,1,L,4,,1975,1953-1977,Y,Y,
mjm,Medebur,1,1,L,2,,,,N,N,
mue,"Media Lengua",1,1,L,0,,,,N,Y,
byv,Medumba,1,1,L,5,1992-1993,1967,1948-1960,Y,Y,byv
mfj,Mefele,1,1,L,2,,,,N,Y,
mef,Megam,1,,L,2,,,,N,Y,
nux,Mehek,1,1,L,1,,,,N,Y,
mmh,Mehinaku,1,1,L,3,,,2017,N,Y,
gdq,Mehri,5,5,L,3,,,1902,N,N,
mni,Meitei,90,,L,5,1984-2025,1827-2023,1820-1995,Y,Y,mni
mek,Mekeo,1,1,L,4,,1998-2014,1992-1995,Y,Y,mek
mvk,Mekmek,1,1,L,2,,,,N,N,
msf,Mekwei,1,1,N,0,,,,N,Y,
hkn,Mel-Khaonh,2,1,L,2,,,,N,N,
mel,"Melanau, Central",2,2,L,3,,,1980,N,N,
kxn,"Melanau, Kanowit-Tanjong",1,1,L,2,,,,N,Y,
dro,"Melanau, Matu Daro",1,1,L,2,,,,N,N,
sdx,"Melanau, Sibu",1,1,L,1,,,,N,N,
mxe,Mele-Fila,1,1,L,4,,1993,Yes,Y,Y,
mfx,Melo,1,1,L,4,,2018,Yes,Y,Y,4134
med,Melpa,1,1,L,4,,1965-2014,1956-1991,Y,Y,med
mby,Memoni,,,L,0,,,,N,N,
mfd,Mendankwe-Nkwen,1,1,L,2,,,,N,Y,
sim,"Mende (Papua New Guinea)",1,1,L,4,,2005-2014,2000,N,N,sim
men,"Mende (Sierra Leone)",4,3,L,5,1959-1993,1956-2003,1867-1954,Y,Y,men
bgj,Mendenkye,1,1,L,3,,,2014,N,Y,
xmg,Mengaka,1,1,L,4,,Yes,Yes,N,Y,4520
bce,Mengambo,1,1,L,2,,,,N,N,
mee,Mengen,1,1,L,4,,2003-2021,1997,N,N,mee
mct,Mengisa,1,1,L,2,,,,N,Y,
tnr,Menik,1,1,L,4,,2015,1997,N,Y,tnr
mea,Menka,1,1,L,2,,,,N,Y,
mez,Menominee,1,1,N,0,,,,N,Y,
mwv,Mentawai,1,1,L,5,2015,1987-1996,1911-1955,Y,Y,mwv
mcr,Menya,2,1,L,4,,2017,1995-2008,N,Y,mcr
mvx,Meoswar,1,1,L,2,,,,N,N,
mnu,Mer,1,1,L,2,,,,N,Y,
mxm,Meramera,1,1,L,4,,2023,1995-2014,N,Y,4018
quq,Mercheros,,,N,0,,,,N,N,
lmb,Merei,1,1,L,3,,,2011-2014,N,N,
meq,Merey,1,1,L,4,,2012-2019,1986-2006,Y,N,meq
ulk,"Meriam Mir",1,1,L,3,,,1879-1994,N,Y,ulk
wry,Merwari,,,L,3,,,2016,Y,Y,
iyo,Mesaka,1,1,L,2,,,,N,Y,
mci,Mesem,1,1,L,4,,2013,1996-2001,N,N,
sac,Meskwaki,1,1,N,3,,,1986-2021,N,Y,
zim,Mesme,1,1,L,4,,1995,1991,N,Y,
mvz,Mesqan,1,1,L,3,,,2023,Y,Y,
mgo,Meta',1,1,L,4,,2013-2014,2005,N,Y,mgo
keh,Mevembet,1,1,L,2,,,,N,N,
emg,"Mewahang, Eastern",2,,L,4,,2020,Yes,N,Y,
raf,"Mewahang, Western",2,,L,3,,,Yes,N,Y,
mtr,Mewari,290,,L,4,,2021,1815,Y,Y,mtr
wtm,Mewati,237,,L,3,,,2022,N,Y,
mfs,"Mexican Sign Language",1,1,L,3,,,2009-2025,Y,N,
mej,Meyah,1,1,L,4,,1997,1990-2005,Y,Y,
zmf,Mfinu,1,1,L,0,,,,N,N,
nfu,Mfumte,1,1,L,2,,,,N,Y,
gmz,Mgbolizhia,1,1,L,3,,,1980-2008,Y,Y,
mic,Mi'kmaq,2,2,L,4,,1874-2014,1853-1980,N,Y,mic
mia,Miami,,,N,0,,,,N,N,
mpt,Mian,1,1,L,4,,1986-2014,1975-1977,N,Y,mpt
pla,Miani,1,1,L,3,,,1982-1988,N,N,
hmc,"Miao, Central Huishui",1,1,L,1,,,,N,N,
hmm,"Miao, Central Mashan",1,1,L,3,,,2025,Y,N,
cqd,"Miao, Chuanqiandian Cluster",7,3,L,5,2024,Yes,Yes,Y,Y,4258
hme,"Miao, Eastern Huishui",1,1,L,1,,,,N,N,
hmq,"Miao, Eastern Qiandong",1,1,L,3,,,2024,Y,N,
muq,"Miao, Eastern Xiangxi",1,1,L,3,,,2024,N,N,
hrm,"Miao, Horned",1,1,L,3,,,2024,Y,Y,
hmd,"Miao, Large Flowery",3,1,L,5,2009,1917-1936,1907-2009,Y,Y,
hml,"Miao, Luopohe",2,1,L,1,,,,N,Y,
huj,"Miao, Northern Guiyang",2,1,L,1,,,,N,N,
hmi,"Miao, Northern Huishui",1,1,L,3,,,2023,Y,N,
hmp,"Miao, Northern Mashan",1,1,L,1,,,,N,N,
hea,"Miao, Northern Qiandong",3,1,L,4,,1934-2018,1928-1937,Y,Y,
sfm,"Miao, Small Flowery",1,1,L,3,,,2024,Y,Y,
hmy,"Miao, Southern Guiyang",2,1,L,1,,,,N,N,
hma,"Miao, Southern Mashan",1,1,L,1,,,,N,N,
hms,"Miao, Southern Qiandong",1,1,L,3,,,2025,Y,Y,
hmg,"Miao, Southwestern Guiyang",1,1,L,1,,,,N,Y,
hmh,"Miao, Southwestern Huishui",1,1,L,2,,,,N,N,
hmw,"Miao, Western Mashan",1,1,L,1,,,,N,Y,
mmr,"Miao, Western Xiangxi",1,1,L,3,,,2009-2024,Y,Y,
crg,Michif,2,2,N,0,,,,N,N,
mei,Midob,1,1,L,1,,,,N,N,
mmy,Migaama,1,1,L,4,,2021,2002-2019,N,Y,mmy
mpp,Migabac,1,1,L,4,,2006-2019,2010,N,N,mpp
mgi,Migili,1,1,L,4,,1986,Yes,Y,Y,
klm,Migum,1,1,L,2,,,,N,N,
sjl,Miji,2,,L,4,,2019,2015,N,Y,
mxj,Miju-Mishmi,23,,L,3,,,2017,Y,Y,
mik,Mikasuki,1,1,L,3,,,1968-1991,N,N,
ymh,Mili,1,1,L,1,,,,N,N,
mlj,Miltu,,,N,0,,,,N,N,
hna,Mina,1,1,L,3,,,2011,N,Y,
mmn,Minamanwa,1,1,L,4,,1982,1966-1967,N,Y,mmn
min,Minangkabau,5,1,L,5,2010,1996-2010,1980-1990,Y,Y,
mcv,Minanibai,1,1,N,0,,,,N,N,
mvn,Minaveha,1,1,L,4,,2008-2018,1993-1995,N,Y,mvn
mmf,Mindat,1,1,L,3,,,Yes,N,N,
drc,Minderico,,,N,0,,,,N,N,
mpn,Mindiri,1,1,L,2,,,,N,Y,
mko,"Mingang Doso",1,1,L,2,,,,N,Y,
xmf,Mingrelian,1,1,L,3,,,2007,Y,Y,
aai,"Miniafia Oyan",1,1,L,4,,2009,1990,Y,Y,aai
wii,Minidien,1,1,N,0,,,,N,N,
bxf,Minigir,1,1,L,1,,,,N,N,
xjb,Minjungbal,,,N,0,,,,N,N,
mqq,Minokok,1,1,L,2,,,,N,N,
mnq,Minriq,1,1,L,2,,,,N,N,
mzt,Mintil,1,1,N,0,,,,N,N,
emq,"Minyag, Eastern",1,1,L,1,,,,N,N,
wmg,"Minyag, Western",1,1,L,2,,,,N,N,
yiq,Miqie,1,1,L,0,,,,N,Y,
mwl,Mirandese,1,1,L,3,,,2011-2014,N,N,mwl
zrg,Mirgan,1,,L,4,,2010,2017,Y,Y,
mmv,Miriti,,,N,0,,,,N,N,
mep,Miriwoong,1,1,N,0,,,,N,Y,
rsm,"Miriwoong Sign Language",,,N,0,,,,N,N,
gum,Misak,1,1,L,4,,2000-2010,1982-2011,Y,Y,gum
mjs,Miship,1,1,L,2,,,,N,Y,
mpx,Misima-Panaeati,1,1,L,4,,1947-1998,1894-2010,N,Y,mpx
mrg,Mising,54,,L,4,,2001,Yes,Y,Y,mrg
miq,Miskito,2,2,L,5,1999-2010,1905-1975,1889-1958,Y,Y,miq
zmq,Mituku,1,1,L,2,,,,N,Y,
mpo,Miu,1,1,L,4,,2003,1992-1998,N,N,
csm,"Miwok, Central Sierra",,,N,0,,,,N,N,
csi,"Miwok, Coast",,,N,0,,,,N,N,
lmw,"Miwok, Lake",,,N,0,,,,N,N,
nsq,"Miwok, Northern Sierra",,,N,0,,,,N,N,
pmw,"Miwok, Plains",,,N,0,,,,N,N,
skd,"Miwok, Southern Sierra",,,N,0,,,,N,Y,
mco,"Mixe, Coatlan",1,1,L,4,,1976-2009,1961-1971,Y,Y,mco
mir,"Mixe, Isthmus",1,1,L,4,,1988-2009,1962-1969,Y,Y,mir
mxq,"Mixe, Juquila",1,1,L,4,,1980-2009,1975,N,Y,mxq
mzl,"Mixe, Mazatlan",1,1,L,4,,2005,Yes,N,Y,mzl
neq,"Mixe, North Central",1,1,L,4,,2008,1994-2001,Y,Y,
pxm,"Mixe, Quetzaltepec",1,1,L,5,2013,2012,1999-2002,N,Y,pxm
mxp,"Mixe, Tlahuitoltepec",1,1,L,4,,1987-2009,1965,N,Y,mxp
mto,"Mixe, Totontepec",1,1,L,4,,1989-2009,1960,N,Y,mto
mim,"Mixtec, Alacatlatzala",1,1,L,4,,2019,1990-2010,Y,Y,mim
xta,"Mixtec, Alcozauca",1,1,L,4,,Yes,1996-2013,N,Y,xta
mbz,"Mixtec, Amoltepec",1,1,L,3,,,2007-2023,Y,Y,
mip,"Mixtec, Apasco-Apoala",1,1,L,4,,2016,1966,Y,Y,
mib,"Mixtec, Atatlahuca",1,1,L,4,,1973-2010,1952-1964,N,Y,mib
miy,"Mixtec, Ayutla",1,1,L,4,,2015-2022,1970-2004,Y,Y,miy
miu,"Mixtec, Cacaloxtepec",1,1,N,3,,,1969,N,Y,
mih,"Mixtec, Chayuco",1,1,L,4,,1979-2018,1972,N,Y,mih
xtb,"Mixtec, Chazumba",1,1,N,0,,,,N,N,
mii,"Mixtec, Chigmecatitlan",1,1,L,2,,,,N,Y,
miz,"Mixtec, Coatzospan",1,1,L,4,,2003-2009,1971-1978,N,Y,miz
xtu,"Mixtec, Cuyamecalco",1,1,L,1,,,,N,N,
xtd,"Mixtec, Diuxi-Tilantongo",1,1,L,4,,2001-2015,1973-2001,Y,Y,xtd
mxs,"Mixtec, Huitepec",1,1,L,1,,,,N,Y,
mce,"Mixtec, Itundujia",1,1,L,0,,,,N,N,
vmj,"Mixtec, Ixtayutla",1,1,L,3,,,2012-2024,N,Y,
mxt,"Mixtec, Jamiltepec",1,1,L,4,,1983-2011,1972,N,Y,mxt
vmc,"Mixtec, Juxtlahuaca",1,1,L,3,,,2001,Y,Y,
xtm,"Mixtec, Magdalena Penasco",1,1,L,4,,2012-2015,2002-2005,Y,Y,xtm
mxv,"Mixtec, Metlatonoc",2,2,L,4,,2017-2020,1959-2011,Y,Y,mxv
vmm,"Mixtec, Mitlatongo",1,1,L,3,,,2012,N,Y,
mix,"Mixtec, Mixtepec",2,2,L,3,,,1974-2024,N,Y,
xtn,"Mixtec, Northern Tlaxiaco",2,2,L,4,,2015-2016,1995-2004,Y,Y,xtn
mxa,"Mixtec, Northwest Oaxaca",1,1,L,3,,,2008,Y,Y,
mie,"Mixtec, Ocotepec",1,1,L,4,,1977-2009,1965,Y,Y,mie
mil,"Mixtec, Penoles",1,1,L,4,,1979-2012,1966,Y,Y,mil
mio,"Mixtec, Pinotepa Nacional",1,1,L,4,,1980-2014,1962-2007,N,Y,mio
mjc,"Mixtec, San Juan Colorado",1,1,L,4,,1994-2013,1986-2006,N,Y,mjc
xtj,"Mixtec, San Juan Teita",1,1,L,3,,,1998-2024,N,Y,
mig,"Mixtec, San Miguel el Grande",2,1,L,4,,1951-2010,1947-2000,N,Y,mig
xtp,"Mixtec, San Miguel Piedras",1,1,N,0,,,,N,N,
mdv,"Mixtec, Santa Lucia Monteverde",1,1,L,3,,,2009-2012,N,Y,
mza,"Mixtec, Santa Maria Zacatepec",1,1,L,4,,2013-2022,1995-2008,N,Y,mza
mks,"Mixtec, Silacayoapan",2,2,L,4,,1999-2009,1979-1986,Y,Y,mks
xts,"Mixtec, Sindihui",,,N,0,,,,N,N,
xti,"Mixtec, Sinicahua",1,1,L,2,,,,N,Y,
mxy,"Mixtec, Southeastern Nochixtlan",1,1,L,3,,,1998-2025,N,Y,
mit,"Mixtec, Southern Puebla",1,1,L,4,,1978-2012,1966,Y,Y,mit
meh,"Mixtec, Southwestern Tlaxiaco",1,1,L,4,,2022-2023,1992-2017,N,Y,meh
vmq,"Mixtec, Soyaltepec",1,1,L,0,,,,N,N,
xtt,"Mixtec, Tacahua",1,1,L,0,,,,N,Y,
vmx,"Mixtec, Tamazola",1,1,L,0,,,,N,Y,
mxb,"Mixtec, Tezoatlan",1,1,L,4,,2006-2009,1992-2003,N,Y,mxb
mtx,"Mixtec, Tidaa",1,1,L,3,,,2007,N,Y,
xtl,"Mixtec, Tijaltepec",2,2,L,2,,,,N,Y,
mqh,"Mixtec, Tlazoyaltepec",2,2,L,3,,,Yes,N,Y,
mtu,"Mixtec, Tututepec",1,1,N,2,,,,N,Y,
jmx,"Mixtec, Western Juxtlahuaca",1,1,L,3,,,2021-2026,N,Y,jmx
xty,"Mixtec, Yoloxochitl",1,1,L,2,,,,N,Y,
mpm,"Mixtec, Yosondua",1,1,L,4,,1988-2014,1998,N,Y,mpm
mvg,"Mixtec, Yucuane",1,1,L,2,,,,N,Y,
mab,"Mixtec, Yutanduchi",1,1,L,0,,,,N,Y,
mvi,Miyako,1,1,N,0,,,,N,N,
ehs,"Miyakubo Sign Language",,,L,0,,,,N,N,
soy,Miyobe,2,2,L,4,,2010-2011,Yes,N,Y,soy
lus,Mizo,96,,L,5,1959-2020,1916-1986,1898-1956,Y,Y,lus
mra,Mlabri,2,2,L,3,,,Yes,N,N,
kja,Mlap,,,N,0,,,,N,N,
mlo,Mlomp,1,1,L,1,,,,N,N,
bfm,Mmen,1,1,L,4,,2022,Yes,Y,Y,bfm
cmo,"Mnong, Central",2,2,L,5,2023,2001-2016,2009-2011,Y,Y,cmo
mng,"Mnong, Eastern",1,1,L,4,,Yes,Yes,Y,Y,
mnn,"Mnong, Southern",1,1,L,2,,,,N,N,
wkd,Mo,1,1,L,0,,,,N,Y,
gbn,Mo'da,1,1,L,2,,,,N,Y,
mfq,Moba,2,2,L,4,,2007-2010,1941-1984,Y,Y,mfq
mhn,Mòcheno,1,1,L,0,,,,N,N,
old,Mochi,2,2,L,5,2016,1939-1999,1892,Y,Y,old
mhc,Mocho,1,1,N,0,,,,N,Y,
moc,Mocovi,1,1,L,4,,Yes,1976-1992,N,Y,moc
mxd,Modang,1,1,L,1,,,,N,Y,
mqo,Modole,1,1,L,3,,,2024,Y,Y,
mvq,Moere,1,1,L,2,,,,N,N,
mfk,"Mofu, North",1,1,L,4,,1975-2007,Yes,N,Y,mfk
mif,Mofu-Gudur,1,1,L,4,,2007-2019,1985-1995,Y,Y,mif
nbv,Moghamo,1,1,L,4,,2022,Yes,N,Y,
mhj,Mogholi,,,N,0,,,,N,N,
mfg,Mogofin,1,1,L,3,,,2021,N,Y,mfg
mou,Mogum,1,1,L,3,,,Yes,N,N,
mov,Mohave,1,1,N,0,,,,N,Y,
moh,Mohawk,2,2,L,5,2023,Yes,1787-2014,N,Y,moh
xpq,Mohegan-Pequot,,,N,0,,,,N,N,
mow,Moi,1,1,L,0,,,,N,N,
mxn,"Moi Kelim",2,1,L,0,,,,N,Y,
sbg,"Moi Lemas",1,1,L,2,,,,N,Y,
daz,Moi-Wadea,1,1,L,4,,Yes,Yes,N,N,4056
mkp,Moikodi,1,1,L,2,,,,N,N,
mwz,Moingi,1,1,L,2,,,,N,N,
wlr,Moiso,1,1,L,2,,,,N,N,
ymi,Moji,1,1,L,0,,,,N,N,
mqt,Mok,2,2,L,2,,,,N,N,
wnb,Mokati,1,1,L,2,,,,N,N,
mwt,Moken,2,2,L,4,,2000,1913,Y,Y,
mkj,Mokilese,2,2,L,2,,,,N,N,
mkm,Moklen,1,1,N,3,,,Yes,N,N,
mkl,Mokole,1,1,L,5,2021,2006,2008-2011,N,Y,mkl
bri,Mokpwe,1,1,L,4,,2022,2009,N,Y,bri
mdf,Moksha,1,1,L,4,,2016,1879-2009,Y,N,4022
alx,Mol,1,1,L,0,,,,N,Y,
pwm,Molbog,2,2,L,4,,2012,1977,Y,Y,
vsi,"Moldova Sign Language",1,1,L,2,,,,N,N,
bxc,Molengue,1,1,L,2,,,,N,N,
mox,Molima,2,1,L,4,,2010-2014,1996-2007,N,Y,mox
zmo,Molo,,,N,0,,,,N,N,
msl,Molof,1,1,L,2,,,,N,Y,
mlw,Moloko,1,1,L,4,,Yes,2006-2007,N,Y,
myl,Moma,1,1,L,4,,2021-2022,1939-2015,Y,Y,3809
msz,Momare,,,N,0,,,,N,N,
mso,Mombum,1,1,N,0,,,,N,N,
mmb,Momina,1,1,L,0,,,,N,N,
fqs,Momu,1,1,L,3,,,1983,N,Y,
mqf,Momuna,1,1,L,4,,2010,1985-1991,N,N,
mnw,Mon,2,2,L,5,1928-1951,1847,1816-1904,Y,Y,
mnd,Monde,,,N,0,,,,N,N,
npn,Mondropolon,1,1,L,2,,,,N,N,
lol,Mongo-Nkundu,2,1,L,5,1930-1987,1908-1967,1893-1977,Y,Y,lol
msr,"Mongolian Sign Language",1,1,L,3,,,2018-2025,N,N,
khk,"Mongolian, Halh",15,6,L,5,1840-2017,1990,1979-1991,Y,Y,khk
mvf,"Mongolian, Peripheral",4,3,L,5,2019,1952-2003,1994-1996,Y,Y,
mog,Mongondow,1,1,L,5,2016,Yes,1932-1939,Y,Y,mog
mnz,Moni,1,1,L,4,,1990,1976-1990,N,Y,
mru,"Mono (Cameroon)",1,1,N,0,,,,N,N,
mnh,"Mono (Democratic Republic of the Congo)",1,1,L,4,,2020,Yes,Y,Y,mnh
mte,"Mono (Solomon Islands)",2,2,L,2,,,,N,Y,
mnr,"Mono (United States)",1,1,N,0,,,,N,N,
moo,Monom,1,1,L,2,,,,N,N,
kkf,"Monpa, Kalaktang",4,,L,2,,,,N,Y,
twm,"Monpa, Tawang",23,,L,3,,,2011,N,Y,
cnr,Montenegrin,11,11,L,2,,,,N,N,
mxk,Monumbo,1,1,N,2,,,,N,N,
moj,Monzombo,3,3,L,2,,,,N,Y,
gwg,Moo,1,1,L,2,,,,N,N,
mos,Moore,10,10,L,5,1983-2014,1939-1960,1930-1960,Y,Y,mos
moq,"Mor (Indonesia)",,,N,2,,,,N,N,
mhz,"Mor (Indonesia, Mor islands)",1,1,L,0,,,,N,Y,
msg,Moraid,1,1,L,2,,,,N,Y,
mze,Morawa,1,1,L,2,,,,N,N,
xmo,Morerebi,1,1,L,1,,,,N,N,
rga,Mores,1,1,L,1,,,,N,N,
msx,Moresada,1,1,L,2,,,,N,N,
mzq,"Mori Atas",1,1,L,4,,1938-1948,1938-1941,Y,Y,4180
xmz,"Mori Bawah",1,1,L,5,2021,1948,Yes,Y,Y,3813
mdb,Morigi,1,1,L,2,,,,N,Y,
mfe,Morisyen,9,9,L,4,,2009-2010,1885-2016,Y,Y,mfe
mor,Moro,1,1,L,5,2020-2022,1965-1994,1951-2002,Y,Y,
xms,"Moroccan Sign Language",1,1,L,2,,,,N,N,
mgc,Morokodo,1,1,L,3,,,2007-2019,N,Y,mgc
bdo,Morom,1,1,L,2,,,,N,N,
mqn,Moronene,1,1,L,4,,2013,2003,N,Y,
iwo,Morop,1,1,L,2,,,,N,N,
mok,Morori,,,N,0,,,,N,N,
mrp,Morouas,1,1,L,1,,,,N,Y,
mrl,Mortlockese,1,1,L,4,,1883-1902,1880-1882,N,Y,
mgd,Moru,2,2,L,5,2000,1951-1997,1928-1963,Y,Y,
mqv,Mosimo,1,1,L,2,,,,N,N,
dox,Mositacha,1,1,L,3,,,2023,Y,Y,
mtj,Moskona,1,1,L,4,,2001,Yes,N,N,
mtt,Mota,1,1,L,5,1912-1928,1885-1931,1864-1902,N,Y,mtt
meu,Motu,1,1,L,5,1959-1973,1891-1964,1882-1964,N,Y,
hmo,"Motu, Hiri",2,1,L,5,1964-1994,1982-2010,1964,Y,Y,hmo
siw,Motuna,1,1,L,4,,1977,1952-1968,N,Y,
mwh,Mouk-Aria,1,1,L,4,,1994-2005,Yes,N,N,mwh
jmw,Mouwase,1,1,L,3,,,2018,Y,N,
mzp,Movima,1,1,N,3,,,1967,N,Y,
mzy,"Mozambican Sign Language",1,1,L,3,,,2018-2019,N,N,
mpi,Mpade,2,2,L,2,,,,N,N,
mpz,Mpi,1,1,L,3,,,Yes,N,N,
mcx,Mpiemo,2,2,L,3,,,2012,Y,N,
pnd,Mpinda,1,1,L,2,,,,N,N,
mpa,Mpoto,1,1,L,4,,2020-2024,1913-2016,Y,N,3973
mvt,Mpotovoro,1,1,N,0,,,,N,N,
mgg,Mpumpong,1,1,L,4,,2023,Yes,N,Y,mgg
akc,Mpur,1,1,L,3,,,1997-2013,N,Y,
cmr,Mro-Khimi,1,1,L,4,,2015,2007-2010,Y,Y,cmr
mro,Mru,1,,L,4,,1994,1934,Y,Y,
kqx,Mser,2,2,L,0,,,,N,N,
ukk,"Muak Sa-aak",2,2,L,3,,,2017,N,N,ukk
mtd,Mualang,1,1,L,3,,,Yes,Y,Y,
muo,Mubako,2,2,L,2,,,,N,Y,
tsx,Mubami,1,1,L,2,,,,N,Y,
mub,Mubi,1,1,L,1,,,,N,N,
ymd,Muda,1,1,L,1,,,,N,N,
dmw,Mudburra,1,1,N,0,,,,N,Y,
udg,Muduga,,,L,4,,2018,Yes,N,Y,udg
aoj,Mufian,1,1,L,4,,1988-2013,1978-1981,N,Y,aoj
lmh,Mugali,4,,N,3,,,Yes,N,N,
muk,Mugom-Karmarong,2,,L,2,,,,N,Y,
bmr,Muinane,1,1,L,4,,1981-2009,1969,N,Y,bmr
ymx,"Muji, Northern",1,1,L,0,,,,N,N,
ymq,"Muji, Qila",1,1,L,0,,,,N,N,
ymc,"Muji, Southern",1,1,L,1,,,,N,N,
mmk,Mukha-Dora,,,L,2,,,,N,N,
moz,Mukulu,1,1,L,4,,2019-2020,1999–2017,N,Y,moz
mlm,Mulam,1,1,L,1,,,,N,Y,
mvh,Mulgi,1,1,L,2,,,,N,N,
mzd,Mulimba,1,1,L,2,,,,N,N,
kqa,Mum,1,1,L,3,,,2002-2018,N,Y,kqa
mzm,Mumuye,2,2,L,4,,1994-2018,1938,Y,Y,mzm
mnb,Muna,1,1,L,4,,2004-2012,1993,Y,Y,mnb
unx,Munda,136,,L,4,,2020-2024,2017,Y,Y,unx
boe,Mundabli,1,1,L,1,,,,N,N,
mua,Mundang,2,2,L,5,1983-2023,1948-1956,1933-1941,Y,Y,mua
mnf,Mundani,1,1,L,4,,2006,1989-1990,Y,Y,mnf
unr,Mundari,146,,L,5,1910-2002,2020-2021,1876-1965,Y,Y,
muh,Mundu,2,2,L,4,,2005-2011,1984-1995,Y,Y,muh
myu,Munduruku,1,1,L,4,,1980-2010,1967,Y,Y,myu
mhk,Mungaka,1,1,L,5,1961-2023,1933,1929-1952,Y,Y,
mij,Mungbam,1,1,L,1,,,,N,Y,
mth,Munggui,1,1,L,2,,,,N,N,
mpv,Mungkip,,,N,0,,,,N,N,
myr,Muniche,,,N,0,,,,N,N,
mtc,Munit,1,1,L,2,,,,N,N,
mnj,Munji,1,1,L,2,,,,N,Y,
grx,Muno,1,1,L,3,,,Yes,N,Y,
umu,Munsee,,,N,3,,,1818-1837,N,Y,
mtq,Muong,1,1,L,5,2025,Yes,Yes,Y,Y,mtq
tkv,"Mur Pano",1,1,L,2,,,,N,N,
asx,Muratayak,1,1,L,3,,,2012,N,N,
emu,"Muria, Eastern",,,L,4,,Yes,2017,Y,Y,
fmu,"Muria, Far Western",,,L,4,,2015-2022,2015,Y,N,fmu
mut,"Muria, Western",3,,L,4,,Yes,2015,Y,Y,
mxr,"Murik (Malaysia)",1,1,L,0,,,,N,N,
mtf,"Murik (Papua New Guinea)",1,1,L,2,,,,N,Y,
rmh,Murkim,1,1,L,1,,,,N,N,
